id,definition,duration,publishedAt,channelId,channelTitle,snippet.thumbnails.default.url,snippet.title,statistics.commentCount,statistics.dislikeCount,likeCount,statistics.viewCount,Channel_country,channel_description,channel_localized.description,channel_localized.title,channel_publishedAt,channel_thumbnails.default.url,channel_title,channel_commentCount,channel_subscriberCount,channel_videoCount,channel_viewCount
_sbt6bK3Lfs,hd,PT4M46S,2017-01-15T02:11:55.000Z,UCEr4irFkzHnhPt0uG8lOpug,Nick's Strength and Power,https://i.ytimg.com/vi/_sbt6bK3Lfs/default.jpg,Teen Bodybuilding Phenom Cody Lewis: Where is he now?,81,34,281,51668,US,"Official channel of Nick's Strength and Power.
-This is a Bodybuilding and Powerlifting channel. 
-I am a natural NPC Bodybuilder, and Powerlifter. 
-Sponsored by BPI Sports.- BPI Discount Code- NICKM
-Email - NicksStrengthandPower@gmail.com

* I DO NOT check my Youtube Inbox, please use my above email address if you want to contact me ^^^^*
*ANY other channel using my image or videos is unauthorized and fake. This is the ONLY channel run and operated by me..*
**Please do not message/email me with anything unprofessional or non-business related, If you're a fan that wants to contact me, Tweet me and I'll be sure to reply.**

*All social media verified and operated by ME:
-Twitter-@Dank_Nick
-Instagram- @NicksStrengthPower
-Facebook- @OfficialNickMiller
-Youtube.com/TheDankNick","Official channel of Nick's Strength and Power.
-This is a Bodybuilding and Powerlifting channel. 
-I am a natural NPC Bodybuilder, and Powerlifter. 
-Sponsored by BPI Sports.- BPI Discount Code- NICKM
-Email - NicksStrengthandPower@gmail.com

* I DO NOT check my Youtube Inbox, please use my above email address if you want to contact me ^^^^*
*ANY other channel using my image or videos is unauthorized and fake. This is the ONLY channel run and operated by me..*
**Please do not message/email me with anything unprofessional or non-business related, If you're a fan that wants to contact me, Tweet me and I'll be sure to reply.**

*All social media verified and operated by ME:
-Twitter-@Dank_Nick
-Instagram- @NicksStrengthPower
-Facebook- @OfficialNickMiller
-Youtube.com/TheDankNick",Nick's Strength and Power,2012-02-17T19:02:33.000Z,https://yt3.ggpht.com/-Nsf9Sn6dN30/AAAAAAAAAAI/AAAAAAAAAAA/4R0yrIaOqhg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Nick's Strength and Power,8,62560,834,29519845
duudEbKqOfQ,hd,PT4M41S,2017-02-21T05:40:02.000Z,UCHpu91a19yyLzqgO9DwdMIQ,BodybuildingPro,https://i.ytimg.com/vi/duudEbKqOfQ/default.jpg,Evan Centopani - The Beast 2017 | Bodybuilding Motivation,83,68,1007,119088,0,Amazing bodybuilding channel!,Amazing bodybuilding channel!,BodybuildingPro,2016-01-21T17:02:32.000Z,https://yt3.ggpht.com/-S_k6u7EyCoc/AAAAAAAAAAI/AAAAAAAAAAA/-RCzYmqxr-A/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BodybuildingPro,0,177941,114,108500096
_-2Cmd0lyeA,hd,PT2M,2017-02-06T11:06:23.000Z,UCQtPSCYHL_BbRvbLEPRLrGA,Mana Health,https://i.ytimg.com/vi/_-2Cmd0lyeA/default.jpg,"బాడీ బిల్డింగ్, మజిల్స్ బలంగా పెరగడానికి.. II Bodybuilding Muscle Gain workouts I Mana Health",3,6,210,18058,0,"In this busy every day life one does not get time to look after their health. The busier you are, the harder it is to find time to take care of yourself. Getting back into shape is more than just exercise. 

One needs to  have a healthy mind, body and soul too. Mana Health will help you to get back to your healthy lifestyle and stay positive mentally. Making small healthy additions, replacements and substitutes to your life can assure you happiness in mind and body.

In addition to a health tips, you will be updated about all the latest health news, home remedies, food nutrition, and even health related technology. So subscribe to Mana Health and get enlightened with quick home remedies that is not usually known to all and lead a healthy lifestyle.","In this busy every day life one does not get time to look after their health. The busier you are, the harder it is to find time to take care of yourself. Getting back into shape is more than just exercise. 

One needs to  have a healthy mind, body and soul too. Mana Health will help you to get back to your healthy lifestyle and stay positive mentally. Making small healthy additions, replacements and substitutes to your life can assure you happiness in mind and body.

In addition to a health tips, you will be updated about all the latest health news, home remedies, food nutrition, and even health related technology. So subscribe to Mana Health and get enlightened with quick home remedies that is not usually known to all and lead a healthy lifestyle.",Mana Health,2016-09-27T10:53:33.000Z,https://yt3.ggpht.com/-PRsr_UONjtA/AAAAAAAAAAI/AAAAAAAAAAA/ryeyycnP_Ek/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Mana Health,0,149262,315,36384394
lAGWsk29T9w,hd,PT11M59S,2017-02-10T16:30:39.000Z,UC97k3hlbE-1rVN8y56zyEEA,Bodybuilding.com,https://i.ytimg.com/vi/lAGWsk29T9w/default.jpg,Sage Northcutt vs Bodybuilder Hunter Labrada | MMA Workout,761,208,5134,365662,US,"We are Bodybuilding.com. Your transformation is our passion. We are your personal trainer, your nutritionist, your supplement expert, your lifting partner, your support group. We provide the technology, tools and products you need to burn fat, build muscle and become your best self.

We Help Our Visitors Reach Their Health, Fitness And Appearance Goals Through Information, Motivation, And Supplementation.","We are Bodybuilding.com. Your transformation is our passion. We are your personal trainer, your nutritionist, your supplement expert, your lifting partner, your support group. We provide the technology, tools and products you need to burn fat, build muscle and become your best self.

We Help Our Visitors Reach Their Health, Fitness And Appearance Goals Through Information, Motivation, And Supplementation.",Bodybuilding.com,2009-02-02T22:57:42.000Z,https://yt3.ggpht.com/-_lgYMhdenXw/AAAAAAAAAAI/AAAAAAAAAAA/5nB9vktGh6U/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Bodybuilding.com,156,1718272,1823,254146686
G_vybVvKCGI,hd,PT4M6S,2017-01-17T20:30:00.000Z,UCFMFYU4YCZ0X0oft8AawOcg,Williams Fitness,https://i.ytimg.com/vi/G_vybVvKCGI/default.jpg,Bodybuilding Legends of The 80's,1,1,21,3486,GB,"""Home Of The Gainz""  
 - 💥 Motivation an Inspiration 💥
 🏆Home of The Gainz🏆 
👊Then & Now Series 👊
Contact Info:
For business enquiries Email : Enquiries@williamsfitness.co.uk","""Home Of The Gainz""  
 - 💥 Motivation an Inspiration 💥
 🏆Home of The Gainz🏆 
👊Then & Now Series 👊
Contact Info:
For business enquiries Email : Enquiries@williamsfitness.co.uk",Williams Fitness,2016-02-28T15:55:57.000Z,https://yt3.ggpht.com/-EZgwlml4ntI/AAAAAAAAAAI/AAAAAAAAAAA/vJANFL3gwjI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Williams Fitness,0,16177,343,9210263
cgNraOl5zRc,hd,PT6M14S,2017-01-09T19:31:09.000Z,UCndWKn48AucnVyCRZvAi30Q,BB MOJO,https://i.ytimg.com/vi/cgNraOl5zRc/default.jpg,Shawn FLEXATRON Rhoden 2017 - BODYBUILDING MOTIVATION,9,5,72,9580,0,0,0,BB MOJO,2017-01-07T17:57:27.000Z,https://yt3.ggpht.com/-VK5Kj_OTMTg/AAAAAAAAAAI/AAAAAAAAAAA/wS0VCam8h7c/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BB MOJO,0,134,10,30806
cv2xT7fbs20,hd,PT3M16S,2017-02-09T02:50:31.000Z,UCEr4irFkzHnhPt0uG8lOpug,Nick's Strength and Power,https://i.ytimg.com/vi/cv2xT7fbs20/default.jpg,The best bodybuilder who DID NOT want to turn pro,190,66,1419,125981,US,"Official channel of Nick's Strength and Power.
-This is a Bodybuilding and Powerlifting channel. 
-I am a natural NPC Bodybuilder, and Powerlifter. 
-Sponsored by BPI Sports.- BPI Discount Code- NICKM
-Email - NicksStrengthandPower@gmail.com

* I DO NOT check my Youtube Inbox, please use my above email address if you want to contact me ^^^^*
*ANY other channel using my image or videos is unauthorized and fake. This is the ONLY channel run and operated by me..*
**Please do not message/email me with anything unprofessional or non-business related, If you're a fan that wants to contact me, Tweet me and I'll be sure to reply.**

*All social media verified and operated by ME:
-Twitter-@Dank_Nick
-Instagram- @NicksStrengthPower
-Facebook- @OfficialNickMiller
-Youtube.com/TheDankNick","Official channel of Nick's Strength and Power.
-This is a Bodybuilding and Powerlifting channel. 
-I am a natural NPC Bodybuilder, and Powerlifter. 
-Sponsored by BPI Sports.- BPI Discount Code- NICKM
-Email - NicksStrengthandPower@gmail.com

* I DO NOT check my Youtube Inbox, please use my above email address if you want to contact me ^^^^*
*ANY other channel using my image or videos is unauthorized and fake. This is the ONLY channel run and operated by me..*
**Please do not message/email me with anything unprofessional or non-business related, If you're a fan that wants to contact me, Tweet me and I'll be sure to reply.**

*All social media verified and operated by ME:
-Twitter-@Dank_Nick
-Instagram- @NicksStrengthPower
-Facebook- @OfficialNickMiller
-Youtube.com/TheDankNick",Nick's Strength and Power,2012-02-17T19:02:33.000Z,https://yt3.ggpht.com/-Nsf9Sn6dN30/AAAAAAAAAAI/AAAAAAAAAAA/4R0yrIaOqhg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Nick's Strength and Power,8,62560,834,29519845
IsYi3Rbr8Ys,hd,PT5M52S,2017-04-18T23:26:27.000Z,UCEr4irFkzHnhPt0uG8lOpug,Nick's Strength and Power,https://i.ytimg.com/vi/IsYi3Rbr8Ys/default.jpg,From Pro Bodybuilder to Brutal Murderer,365,84,1719,140332,US,"Official channel of Nick's Strength and Power.
-This is a Bodybuilding and Powerlifting channel. 
-I am a natural NPC Bodybuilder, and Powerlifter. 
-Sponsored by BPI Sports.- BPI Discount Code- NICKM
-Email - NicksStrengthandPower@gmail.com

* I DO NOT check my Youtube Inbox, please use my above email address if you want to contact me ^^^^*
*ANY other channel using my image or videos is unauthorized and fake. This is the ONLY channel run and operated by me..*
**Please do not message/email me with anything unprofessional or non-business related, If you're a fan that wants to contact me, Tweet me and I'll be sure to reply.**

*All social media verified and operated by ME:
-Twitter-@Dank_Nick
-Instagram- @NicksStrengthPower
-Facebook- @OfficialNickMiller
-Youtube.com/TheDankNick","Official channel of Nick's Strength and Power.
-This is a Bodybuilding and Powerlifting channel. 
-I am a natural NPC Bodybuilder, and Powerlifter. 
-Sponsored by BPI Sports.- BPI Discount Code- NICKM
-Email - NicksStrengthandPower@gmail.com

* I DO NOT check my Youtube Inbox, please use my above email address if you want to contact me ^^^^*
*ANY other channel using my image or videos is unauthorized and fake. This is the ONLY channel run and operated by me..*
**Please do not message/email me with anything unprofessional or non-business related, If you're a fan that wants to contact me, Tweet me and I'll be sure to reply.**

*All social media verified and operated by ME:
-Twitter-@Dank_Nick
-Instagram- @NicksStrengthPower
-Facebook- @OfficialNickMiller
-Youtube.com/TheDankNick",Nick's Strength and Power,2012-02-17T19:02:33.000Z,https://yt3.ggpht.com/-Nsf9Sn6dN30/AAAAAAAAAAI/AAAAAAAAAAA/4R0yrIaOqhg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Nick's Strength and Power,8,62560,834,29519845
H6tlUYZOMZQ,hd,PT12M45S,2017-01-11T14:08:17.000Z,UCStBh-4jGS4AHDQIKckXrFQ,HARDGAINER CREW,https://i.ytimg.com/vi/H6tlUYZOMZQ/default.jpg,Bodybuilder Meets K1 Fighter,379,286,5715,420770,DE,"wir sind die HARDGAINER CREW 
ein herz für bodybuilder","wir sind die HARDGAINER CREW 
ein herz für bodybuilder",HARDGAINER CREW,2016-03-17T16:46:25.000Z,https://yt3.ggpht.com/-MKkg3taEtdA/AAAAAAAAAAI/AAAAAAAAAAA/Mcx0jwDoRkQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,HARDGAINER CREW,0,108626,53,11376601
OAqjUKwygKk,hd,PT9M22S,2017-05-08T14:34:19.000Z,UC0eKRQJy3ETWyQd_xnU-3sw,ALWAYS MASSIVE • MOTIVATION,https://i.ytimg.com/vi/OAqjUKwygKk/default.jpg,STAY HUNGRY • 2017 Bodybuilding & Workout Motivation [HD],37,9,497,18741,0,"MOTIVATIONAL VIDEOS!!! Bodybuilding, Powerlifting, Strongman, MMA & life in general! 

'Here's to the crazy ones... the misfits, the rebels, the troublemakers, the round pegs in the square holes.
We're supposed to be different, folks. 
And when people look at us... believe in yourself.'
---------------------------------------------------------------------------------------
This is for the dreamchasers.
-----------------------------------------------

If you have got any problems with any of my uploads, 
or if you want to get in contact with me, just send an email to: 
alwaysmassive@web.de","MOTIVATIONAL VIDEOS!!! Bodybuilding, Powerlifting, Strongman, MMA & life in general! 

'Here's to the crazy ones... the misfits, the rebels, the troublemakers, the round pegs in the square holes.
We're supposed to be different, folks. 
And when people look at us... believe in yourself.'
---------------------------------------------------------------------------------------
This is for the dreamchasers.
-----------------------------------------------

If you have got any problems with any of my uploads, 
or if you want to get in contact with me, just send an email to: 
alwaysmassive@web.de",ALWAYS MASSIVE • MOTIVATION,2014-03-12T20:09:11.000Z,https://yt3.ggpht.com/-a9wA2mtvewk/AAAAAAAAAAI/AAAAAAAAAAA/3r4_0Lbe0kQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,ALWAYS MASSIVE • MOTIVATION,0,25483,144,5725110
5YOll4kT45k,hd,PT3M20S,2017-02-22T13:31:09.000Z,UCjfgkXbwmFzcWK8sqKA0tcA,BodyBuilding Eu HD,https://i.ytimg.com/vi/5YOll4kT45k/default.jpg,Bodybuilding Motivation - I AM THE GREATEST,26,86,890,96053,0,Bodybuilding motivation channel,Bodybuilding motivation channel,BodyBuilding Eu HD,2013-08-20T22:59:12.000Z,https://yt3.ggpht.com/-AxeXznWdOzU/AAAAAAAAAAI/AAAAAAAAAAA/9cNfYytGBQ4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BodyBuilding Eu HD,0,58086,83,15600269
je_t_iEC2sA,hd,PT3M39S,2017-01-01T17:35:47.000Z,UClOLJaDx4UT24h9x0UJ3b9w,JerichoDMZ,https://i.ytimg.com/vi/je_t_iEC2sA/default.jpg,Bodybuilding motivation - LAST EXCUSE 2017 MOTIVATION,50,31,1365,129276,CZ,"Bodybuilding motivation! Professional videos every week!
""If it is important to you, you will find a way. If not, you'll find an excuse."" 
#Bodybuilding
CONTACT for video editing: productionjericho@gmail.com","Bodybuilding motivation! Professional videos every week!
""If it is important to you, you will find a way. If not, you'll find an excuse."" 
#Bodybuilding
CONTACT for video editing: productionjericho@gmail.com",JerichoDMZ,2014-04-03T18:10:53.000Z,https://yt3.ggpht.com/-VKu7JzmuOCM/AAAAAAAAAAI/AAAAAAAAAAA/_B-f3KCjwN8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,JerichoDMZ,0,121519,179,42291001
8rKjgrA_jpQ,hd,PT5M28S,2017-02-23T15:38:21.000Z,UCEr4irFkzHnhPt0uG8lOpug,Nick's Strength and Power,https://i.ytimg.com/vi/8rKjgrA_jpQ/default.jpg,Could John Cena have been a pro bodybuilder?,247,79,1082,114283,US,"Official channel of Nick's Strength and Power.
-This is a Bodybuilding and Powerlifting channel. 
-I am a natural NPC Bodybuilder, and Powerlifter. 
-Sponsored by BPI Sports.- BPI Discount Code- NICKM
-Email - NicksStrengthandPower@gmail.com

* I DO NOT check my Youtube Inbox, please use my above email address if you want to contact me ^^^^*
*ANY other channel using my image or videos is unauthorized and fake. This is the ONLY channel run and operated by me..*
**Please do not message/email me with anything unprofessional or non-business related, If you're a fan that wants to contact me, Tweet me and I'll be sure to reply.**

*All social media verified and operated by ME:
-Twitter-@Dank_Nick
-Instagram- @NicksStrengthPower
-Facebook- @OfficialNickMiller
-Youtube.com/TheDankNick","Official channel of Nick's Strength and Power.
-This is a Bodybuilding and Powerlifting channel. 
-I am a natural NPC Bodybuilder, and Powerlifter. 
-Sponsored by BPI Sports.- BPI Discount Code- NICKM
-Email - NicksStrengthandPower@gmail.com

* I DO NOT check my Youtube Inbox, please use my above email address if you want to contact me ^^^^*
*ANY other channel using my image or videos is unauthorized and fake. This is the ONLY channel run and operated by me..*
**Please do not message/email me with anything unprofessional or non-business related, If you're a fan that wants to contact me, Tweet me and I'll be sure to reply.**

*All social media verified and operated by ME:
-Twitter-@Dank_Nick
-Instagram- @NicksStrengthPower
-Facebook- @OfficialNickMiller
-Youtube.com/TheDankNick",Nick's Strength and Power,2012-02-17T19:02:33.000Z,https://yt3.ggpht.com/-Nsf9Sn6dN30/AAAAAAAAAAI/AAAAAAAAAAA/4R0yrIaOqhg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Nick's Strength and Power,8,62560,834,29519845
2rozuDwc6dQ,hd,PT4M49S,2017-04-02T12:24:36.000Z,UC0eKRQJy3ETWyQd_xnU-3sw,ALWAYS MASSIVE • MOTIVATION,https://i.ytimg.com/vi/2rozuDwc6dQ/default.jpg,YATES • Bodybuilding Dungeon Motivation 2017 [Always Massive | HD],63,31,1012,79142,0,"MOTIVATIONAL VIDEOS!!! Bodybuilding, Powerlifting, Strongman, MMA & life in general! 

'Here's to the crazy ones... the misfits, the rebels, the troublemakers, the round pegs in the square holes.
We're supposed to be different, folks. 
And when people look at us... believe in yourself.'
---------------------------------------------------------------------------------------
This is for the dreamchasers.
-----------------------------------------------

If you have got any problems with any of my uploads, 
or if you want to get in contact with me, just send an email to: 
alwaysmassive@web.de","MOTIVATIONAL VIDEOS!!! Bodybuilding, Powerlifting, Strongman, MMA & life in general! 

'Here's to the crazy ones... the misfits, the rebels, the troublemakers, the round pegs in the square holes.
We're supposed to be different, folks. 
And when people look at us... believe in yourself.'
---------------------------------------------------------------------------------------
This is for the dreamchasers.
-----------------------------------------------

If you have got any problems with any of my uploads, 
or if you want to get in contact with me, just send an email to: 
alwaysmassive@web.de",ALWAYS MASSIVE • MOTIVATION,2014-03-12T20:09:11.000Z,https://yt3.ggpht.com/-a9wA2mtvewk/AAAAAAAAAAI/AAAAAAAAAAA/3r4_0Lbe0kQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,ALWAYS MASSIVE • MOTIVATION,0,25483,144,5725110
2Tp99UYQ8os,hd,PT4M54S,2017-02-08T12:04:32.000Z,UCV98ClDjqDGivOysGHFHEhw,project inVictus,https://i.ytimg.com/vi/2Tp99UYQ8os/default.jpg,Bodybuilding e postura,42,12,472,13910,0,"ProjectinVictus è il canale dedicato a chi si allena con la testa, con il cuore ed il fegato. 

2 video alla settimana tra Tutorial, Programmi Pratici e Sfide su allenamenti, esercizi, palestra, alimentazione, trazioni, panca piana, squat, crossfit e kettlebell. Iscriviti per non perderli!

ProjectinVictus non è solo video ma anche un portale che vuole dare al fitness, al benessere e all’attività fisica una nuova Visione. Benvenuti a voi che, come noi, avete scelto il cammino più lungo e difficoltoso ma più ricco di soddisfazioni. Segui il progetto su Projectinvictus.it e su Facebook!","ProjectinVictus è il canale dedicato a chi si allena con la testa, con il cuore ed il fegato. 

2 video alla settimana tra Tutorial, Programmi Pratici e Sfide su allenamenti, esercizi, palestra, alimentazione, trazioni, panca piana, squat, crossfit e kettlebell. Iscriviti per non perderli!

ProjectinVictus non è solo video ma anche un portale che vuole dare al fitness, al benessere e all’attività fisica una nuova Visione. Benvenuti a voi che, come noi, avete scelto il cammino più lungo e difficoltoso ma più ricco di soddisfazioni. Segui il progetto su Projectinvictus.it e su Facebook!",project inVictus,2012-09-04T20:05:15.000Z,https://yt3.ggpht.com/-Mupdzn6UAM0/AAAAAAAAAAI/AAAAAAAAAAA/Deo3uB_15wU/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,project inVictus,0,68578,330,11326982
orrShY4YP60,hd,PT2M38S,2017-02-13T12:07:36.000Z,UCMpylTlQCEleNEyvVoozx7w,Facebook Videos,https://i.ytimg.com/vi/orrShY4YP60/default.jpg,Portuguese Cop - Bodybuilder,21,9,190,22475,0,0,0,Facebook Videos,2016-05-24T06:48:28.000Z,https://yt3.ggpht.com/-16-7SD6i2fY/AAAAAAAAAAI/AAAAAAAAAAA/nYkbQgpWk8M/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Facebook Videos,0,3425,290,4752537
CmGnfe35MKg,hd,PT3M17S,2017-02-14T12:24:30.000Z,UClpMUfSq71HZyeHQB-LjwPw,BL MOTIVATION,https://i.ytimg.com/vi/CmGnfe35MKg/default.jpg,NO PAIN NO GAIN |  Bodybuilding Motivation,10,10,307,31832,0,"Bodybuilding & fitness motivation !
Be a LION, set goals, smash them, be stronger, be better, show people who you are, never apologize for being awesome. Stay positive and find your MOTIVATION.","Bodybuilding & fitness motivation !
Be a LION, set goals, smash them, be stronger, be better, show people who you are, never apologize for being awesome. Stay positive and find your MOTIVATION.",BL MOTIVATION,2015-07-08T08:57:05.000Z,https://yt3.ggpht.com/-ao-QSesaCdo/AAAAAAAAAAI/AAAAAAAAAAA/3V9Qy2Yvj7g/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,BL MOTIVATION,0,0,27,709618
4vP_skYhwSM,hd,PT12M11S,2017-04-16T08:29:11.000Z,UCxHMZDYTkZX9tZDtvoTzQxA,Johannes Luckas - Personal Training,https://i.ytimg.com/vi/4vP_skYhwSM/default.jpg,BODYBUILDER vs. LAUCH - DIPS Battle,299,212,3594,136830,DE,"""Training mit Spaß & Erfolg"" 

Seit 13 Jahren ist er als erfolgreicher Personaltrainer, Strength Coach und Athlet aktiv. 
In puncto Effizienz, Spaß an Sport und Fitness, ist er der kompetente Ansprechpartner. 
Zu seinem Klientel gehören sowohl Anfänger, als auch Titelträger mehrerer Sportarten von jung bis alt. 
Seit 2 Jahren ist Johannes nun auch als aktiver Youtuber unterwegs und teilt sein Leben, seine Leidenschaft und viele Infos mit Euch.","""Training mit Spaß & Erfolg"" 

Seit 13 Jahren ist er als erfolgreicher Personaltrainer, Strength Coach und Athlet aktiv. 
In puncto Effizienz, Spaß an Sport und Fitness, ist er der kompetente Ansprechpartner. 
Zu seinem Klientel gehören sowohl Anfänger, als auch Titelträger mehrerer Sportarten von jung bis alt. 
Seit 2 Jahren ist Johannes nun auch als aktiver Youtuber unterwegs und teilt sein Leben, seine Leidenschaft und viele Infos mit Euch.",Johannes Luckas - Personal Training,2009-05-12T20:31:03.000Z,https://yt3.ggpht.com/-EcM0SdqtJ7w/AAAAAAAAAAI/AAAAAAAAAAA/BWarnlRyrgE/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Johannes Luckas - Personal Training,6,123288,713,25845642
HXO9bQqMHcQ,sd,PT59S,2017-05-07T17:11:59.000Z,UCYBtrkLxLPm3v2J1W1TB9mA,luimarco,https://i.ytimg.com/vi/HXO9bQqMHcQ/default.jpg,"Classic Physique Will Save Bodybuilding ,,,,, By Replacing it !",111,75,462,18524,CA,Fitness Gym Bodybuilding Exercising And Gains !,Fitness Gym Bodybuilding Exercising And Gains !,luimarco,2006-06-26T22:08:31.000Z,https://yt3.ggpht.com/-FgJ-HUFt4ig/AAAAAAAAAAI/AAAAAAAAAAA/IPKixMfRn-0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,luimarco,45,298255,1017,214003636
moBUZKMWefc,hd,PT3M22S,2017-03-17T08:04:54.000Z,UC0TZDuPNgu4xzEnzOopxcKQ,FlexPlusTV,https://i.ytimg.com/vi/moBUZKMWefc/default.jpg,Samir Bannout - The Best Lebanese Bodybuilder Ever,24,20,463,56675,0,0,0,FlexPlusTV,2016-01-23T10:53:31.000Z,https://yt3.ggpht.com/-1U_8z_SxY5A/AAAAAAAAAAI/AAAAAAAAAAA/lfZGJ94Y6mo/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,FlexPlusTV,0,94914,103,49273391
GbptElby2VA,hd,PT10M2S,2017-02-07T11:52:40.000Z,UCM5qcvleGT9C1wfLbyGg79Q,Fitness Ladies,https://i.ytimg.com/vi/GbptElby2VA/default.jpg,ANASTASIA PAPOUTSAKI 🏋 Greek Goddess IFBB Pro Physique - Training Of Women Bodybuilding 😲😲🏋🇬🇷,1,2,7,2184,0,0,0,Fitness Ladies,2017-02-04T15:24:13.000Z,https://yt3.ggpht.com/-yxfLOPeHW4M/AAAAAAAAAAI/AAAAAAAAAAA/FWs40_nvi8w/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Fitness Ladies,0,0,9,5752
ozeNKw3fmE8,hd,PT20M3S,2017-04-07T16:30:21.000Z,UCPxVNqP-az7ocVcQQBnGBcA,NickCoekaerts Motivation,https://i.ytimg.com/vi/ozeNKw3fmE8/default.jpg,BEST BODYBUILDING MOTIVATION 2017,9,37,331,38721,BE,"Best Motivation video's for the Gym. im trying to inspire people !!!!
 
Subscribe and hit that notification button to be the first persone who can see my daily videos.","Best Motivation video's for the Gym. im trying to inspire people !!!!
 
Subscribe and hit that notification button to be the first persone who can see my daily videos.",NickCoekaerts Motivation,2013-03-09T09:00:53.000Z,https://yt3.ggpht.com/-tf9--SmRp_w/AAAAAAAAAAI/AAAAAAAAAAA/nWTVE496Qnk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,NickCoekaerts Motivation,0,5981,237,2014486
Gvvd5PUIdpE,hd,PT5M1S,2017-03-04T14:00:01.000Z,UCm2MjCkuyDKxk5MSTjZ4zhA,Cartel Maromba,https://i.ytimg.com/vi/Gvvd5PUIdpE/default.jpg,Motivação Bodybuilding - O SEU MÁXIMO,41,19,999,32369,BR,"[BEM VINDOS AO CANAL CARTEL MAROMBA]

Cartel Maromba é um canal de Motivação para quem leva musculação a sério, seja como PowerLifter, Bodybuilding, fitiness ou Men's Physique. Cada um tem seus objetivos, sua dieta, e sua luta diária. MOTIVAÇÃO É COMO O BANHO, RECOMENDA-SE DIARIAMENTE.

''Acredite que você pode, assim você já estará na metade do caminho.''","[BEM VINDOS AO CANAL CARTEL MAROMBA]

Cartel Maromba é um canal de Motivação para quem leva musculação a sério, seja como PowerLifter, Bodybuilding, fitiness ou Men's Physique. Cada um tem seus objetivos, sua dieta, e sua luta diária. MOTIVAÇÃO É COMO O BANHO, RECOMENDA-SE DIARIAMENTE.

''Acredite que você pode, assim você já estará na metade do caminho.''",Cartel Maromba,2016-04-28T16:36:18.000Z,https://yt3.ggpht.com/-cZ3JR1FDWSA/AAAAAAAAAAI/AAAAAAAAAAA/a-grcFeTp70/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Cartel Maromba,0,25912,62,3708828
E01n9dOK3D4,hd,PT4M24S,2017-04-29T11:08:19.000Z,UCPxVNqP-az7ocVcQQBnGBcA,NickCoekaerts Motivation,https://i.ytimg.com/vi/E01n9dOK3D4/default.jpg,BEST BODYBUILDING MOVIE 2017,3,4,152,7966,BE,"Best Motivation video's for the Gym. im trying to inspire people !!!!
 
Subscribe and hit that notification button to be the first persone who can see my daily videos.","Best Motivation video's for the Gym. im trying to inspire people !!!!
 
Subscribe and hit that notification button to be the first persone who can see my daily videos.",NickCoekaerts Motivation,2013-03-09T09:00:53.000Z,https://yt3.ggpht.com/-tf9--SmRp_w/AAAAAAAAAAI/AAAAAAAAAAA/nWTVE496Qnk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,NickCoekaerts Motivation,0,5981,237,2014486
KWC1zb_ZDx8,hd,PT3M46S,2017-02-12T17:47:36.000Z,UClOLJaDx4UT24h9x0UJ3b9w,JerichoDMZ,https://i.ytimg.com/vi/KWC1zb_ZDx8/default.jpg,Bodybuilding motivation - CAMEL CREW / Oxygen gym,67,66,1245,92234,CZ,"Bodybuilding motivation! Professional videos every week!
""If it is important to you, you will find a way. If not, you'll find an excuse."" 
#Bodybuilding
CONTACT for video editing: productionjericho@gmail.com","Bodybuilding motivation! Professional videos every week!
""If it is important to you, you will find a way. If not, you'll find an excuse."" 
#Bodybuilding
CONTACT for video editing: productionjericho@gmail.com",JerichoDMZ,2014-04-03T18:10:53.000Z,https://yt3.ggpht.com/-VKu7JzmuOCM/AAAAAAAAAAI/AAAAAAAAAAA/_B-f3KCjwN8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,JerichoDMZ,0,121519,179,42291001
